frame,track_id,x_center,y_center,width,height,class_id,confidence
82,1,262.31793212890625,222.07667541503906,409.36505126953125,436.4794616699219,8,0.909137487411499
83,1,246.65830993652344,225.27999877929688,417.1738586425781,443.1898193359375,8,0.9060657024383545
84,1,236.23623657226562,225.98899841308594,419.9132080078125,445.8174743652344,8,0.9026094079017639
85,1,225.5906524658203,231.05731201171875,416.6412048339844,453.65570068359375,8,0.9039950966835022
86,1,218.3679656982422,230.28155517578125,416.5771789550781,456.36102294921875,8,0.9009687900543213
87,1,210.8206787109375,225.02752685546875,414.36956787109375,450.0550537109375,8,0.9021396636962891
88,1,204.4337921142578,219.33026123046875,403.3214416503906,438.6605224609375,8,0.9119518995285034
89,1,198.49099731445312,211.20053100585938,391.59552001953125,422.40106201171875,8,0.9206027984619141
90,1,189.799560546875,197.68605041503906,378.3358154296875,395.3721008300781,8,0.9134742021560669
91,1,185.14437866210938,185.64764404296875,369.53668212890625,371.2952880859375,8,0.932735800743103
92,1,181.5556640625,173.040771484375,363.111328125,345.99432373046875,8,0.9228478074073792
93,1,179.59613037109375,160.9711151123047,356.75799560546875,321.9422302246094,8,0.9038615226745605
94,1,177.84750366210938,150.30111694335938,353.0533447265625,300.60223388671875,8,0.9183119535446167
95,1,177.09762573242188,141.72412109375,345.4605712890625,283.4482421875,8,0.9003131985664368
96,1,177.26197814941406,135.20668029785156,341.7578430175781,266.7455749511719,8,0.898459792137146
97,1,176.85018920898438,130.97943115234375,339.6717529296875,255.34458923339844,8,0.9024285674095154
98,1,178.23837280273438,129.1339111328125,343.70318603515625,242.6547393798828,8,0.9054914712905884
99,1,186.611083984375,125.39439392089844,350.249755859375,240.99676513671875,8,0.8960584402084351
100,1,194.13497924804688,125.40179443359375,360.954833984375,235.4703369140625,8,0.9108372330665588
105,3,1120.1337890625,712.2273559570312,402.7515869140625,349.04931640625,8,0.9252369403839111
105,4,1333.5274658203125,576.464111328125,379.400146484375,172.00518798828125,8,0.8887577056884766
106,3,1115.7244873046875,703.496826171875,396.05255126953125,345.7718505859375,8,0.9170641899108887
106,4,1329.647705078125,569.6200561523438,391.1995849609375,177.6424560546875,8,0.9059342741966248
107,3,1102.007080078125,696.2734985351562,402.2222900390625,340.263916015625,8,0.9067409634590149
107,4,1324.8111572265625,562.0601806640625,395.427978515625,181.83908081054688,8,0.9202653765678406
108,3,1091.341064453125,693.8825073242188,400.56878662109375,340.55419921875,8,0.9310407042503357
108,4,1320.34033203125,556.9318237304688,394.1683349609375,181.26461791992188,8,0.910990297794342
109,3,1082.0115966796875,688.55859375,403.70391845703125,339.974609375,8,0.9252591133117676
109,4,1315.949462890625,552.0166015625,391.0072021484375,179.38525390625,8,0.9081329107284546
110,3,1076.0264892578125,683.9278564453125,399.22479248046875,337.19171142578125,8,0.9350725412368774
110,4,1314.5439453125,548.901123046875,390.162353515625,179.02737426757812,8,0.8922536373138428
111,3,1071.529296875,679.882568359375,399.22613525390625,336.77789306640625,8,0.9415236115455627
111,4,1311.235595703125,546.1978759765625,393.9078369140625,178.72610473632812,8,0.8956184983253479
112,3,1067.391357421875,675.2726440429688,399.7083740234375,338.8301696777344,8,0.9365761280059814
112,4,1306.43212890625,539.8802490234375,397.0020751953125,179.2562255859375,8,0.8915014863014221
113,3,1062.9447021484375,670.1495361328125,397.340087890625,339.36077880859375,8,0.9412490129470825
113,4,1302.5462646484375,535.2045288085938,402.616943359375,179.59677124023438,8,0.8984845876693726
114,3,1060.2784423828125,662.7703857421875,395.626953125,335.90167236328125,8,0.9333058595657349
114,4,1300.411376953125,530.0068969726562,404.3814697265625,177.94503784179688,8,0.9031448364257812
115,3,1054.014404296875,650.4298706054688,396.1812744140625,330.9444885253906,8,0.9227197766304016
115,4,1297.459228515625,521.880126953125,406.361083984375,179.04364013671875,8,0.9072892069816589
116,3,1051.160888671875,641.849853515625,394.02716064453125,323.83331298828125,8,0.925576388835907
116,4,1295.260498046875,512.2315063476562,408.7918701171875,179.2591552734375,8,0.9276553392410278
117,3,1042.5548095703125,634.611572265625,392.26849365234375,323.91473388671875,8,0.9348824620246887
117,4,1291.172607421875,504.8115539550781,409.9976806640625,177.83074951171875,8,0.929422914981842
118,3,1033.558837890625,625.3834228515625,390.45416259765625,319.62322998046875,8,0.9226381182670593
118,4,1285.830810546875,498.16668701171875,408.0189208984375,176.71066284179688,8,0.9134905338287354
119,3,1028.624755859375,615.592529296875,383.86187744140625,312.59100341796875,8,0.9250301122665405
119,4,1281.19677734375,489.51629638671875,405.5521240234375,174.51815795898438,8,0.9002832770347595
120,3,1026.004150390625,605.0095825195312,382.23736572265625,309.6320495605469,8,0.9201189875602722
120,4,1278.912109375,482.3026428222656,406.24658203125,177.15557861328125,8,0.8988441824913025
121,3,1024.1304931640625,594.036865234375,381.67315673828125,306.5221252441406,8,0.9298351407051086
121,4,1278.65087890625,474.9202575683594,405.9547119140625,174.39239501953125,8,0.8955656886100769
122,3,1019.9697265625,586.757080078125,377.93896484375,304.0372009277344,8,0.9227789640426636
122,4,1277.122802734375,465.42047119140625,405.7391357421875,175.43777465820312,8,0.9232470393180847
123,3,1015.0809326171875,577.4196166992188,375.05535888671875,301.2334289550781,8,0.9302976131439209
123,4,1276.47509765625,458.1300048828125,406.7044677734375,174.83248901367188,8,0.9281591773033142
124,3,1006.2156982421875,570.0426025390625,376.63751220703125,298.9295349121094,8,0.9334213137626648
124,4,1274.067626953125,453.3961181640625,407.2529296875,177.72531127929688,8,0.9188588857650757
125,3,996.9578857421875,562.3255004882812,378.34368896484375,294.3689270019531,8,0.9292502999305725
125,4,1267.9134521484375,446.60723876953125,405.550537109375,176.29727172851562,8,0.8980327844619751
126,3,985.0618286132812,554.4539184570312,375.6390380859375,289.7855224609375,8,0.9347856044769287
126,4,1257.938720703125,440.12286376953125,407.3311767578125,172.71267700195312,8,0.9140027165412903
127,3,975.9135131835938,550.3396606445312,374.8763427734375,290.1646423339844,8,0.9258017539978027
127,4,1249.53857421875,434.6051025390625,408.1812744140625,171.56503295898438,8,0.9163901805877686
128,3,967.9617309570312,545.60546875,373.2266845703125,289.3349914550781,8,0.9226701855659485
128,4,1243.39599609375,430.5147705078125,410.7164306640625,174.81094360351562,8,0.9112319350242615
129,3,959.2822875976562,542.3961181640625,379.0482177734375,290.32110595703125,8,0.9053093194961548
129,4,1238.77197265625,427.49432373046875,410.902099609375,176.39889526367188,8,0.8994136452674866
130,3,951.9190673828125,538.6717529296875,375.80145263671875,286.4371643066406,8,0.9089627265930176
130,4,1235.016357421875,424.7274169921875,408.789794921875,176.66293334960938,8,0.8870763182640076
131,3,947.999755859375,535.118896484375,369.59234619140625,281.6534729003906,8,0.915355384349823
131,4,1232.302978515625,422.22235107421875,407.8375244140625,176.91860961914062,8,0.8995369076728821
132,3,945.92529296875,529.29638671875,366.634765625,275.9222412109375,8,0.9171647429466248
132,4,1231.5804443359375,420.6460876464844,409.721435546875,179.69720458984375,8,0.9017559289932251
133,3,945.91552734375,526.486328125,363.526611328125,271.4497375488281,8,0.9227079153060913
133,4,1229.685791015625,419.641845703125,406.0384521484375,183.045166015625,8,0.9117546677589417
134,3,951.3017578125,522.970458984375,360.59332275390625,269.2679748535156,8,0.9305944442749023
134,4,1236.415771484375,419.71014404296875,409.3499755859375,181.47518920898438,8,0.9316561818122864
135,3,961.36279296875,519.971435546875,360.11309814453125,266.17523193359375,8,0.9239561557769775
135,4,1248.3154296875,418.2016296386719,409.3001708984375,181.83074951171875,8,0.9216542840003967
136,3,972.7958374023438,515.6361694335938,352.3311767578125,265.4374084472656,8,0.9328041672706604
136,4,1260.7880859375,416.7065124511719,402.0245361328125,182.4661865234375,8,0.9162946343421936
137,3,992.3042602539062,507.066650390625,349.1624755859375,260.1893615722656,8,0.9217326641082764
137,4,1277.8297119140625,415.30133056640625,398.164306640625,180.79946899414062,8,0.9154044389724731
138,3,1020.3364868164062,498.7069091796875,348.0140380859375,257.0442810058594,8,0.9332025647163391
138,4,1308.5426025390625,412.1897888183594,394.439453125,180.97509765625,8,0.9075857400894165
139,3,1047.149169921875,490.55377197265625,349.3204345703125,251.70840454101562,8,0.9230114817619324
139,4,1335.2265625,408.81060791015625,400.3153076171875,178.65069580078125,8,0.934665322303772
140,3,1082.2200927734375,480.31207275390625,345.072265625,244.8082275390625,8,0.9199250340461731
140,4,1368.84619140625,404.82574462890625,396.9991455078125,178.52117919921875,8,0.9108967781066895
141,3,1124.4847412109375,470.59649658203125,341.73236083984375,243.99301147460938,8,0.9321323037147522
141,4,1412.07568359375,400.865966796875,400.205078125,177.68765258789062,8,0.8961408734321594
142,3,1172.0225830078125,455.96063232421875,347.74188232421875,237.51040649414062,8,0.9162150025367737
142,4,1457.4493408203125,395.34637451171875,406.8291015625,177.40374755859375,8,0.9089212417602539
143,3,1215.2138671875,444.2752990722656,345.678466796875,235.93597412109375,8,0.9138914942741394
143,4,1500.173828125,390.23138427734375,417.815673828125,178.97695922851562,8,0.8984198570251465
144,3,1261.47216796875,429.80670166015625,347.3072509765625,231.6705322265625,8,0.9232242703437805
144,4,1551.052978515625,378.9892272949219,424.4957275390625,181.868408203125,8,0.8851262331008911
145,3,1299.345947265625,420.93206787109375,343.2904052734375,226.84866333007812,8,0.9353182315826416
145,4,1593.6748046875,373.3025207519531,423.784423828125,183.16339111328125,8,0.9138658046722412
146,3,1331.60205078125,416.0107727050781,350.7540283203125,225.93572998046875,8,0.9283743500709534
146,4,1631.7847900390625,369.1466369628906,433.0283203125,185.30828857421875,8,0.904248833656311
147,3,1355.102294921875,412.887939453125,344.1756591796875,225.2764892578125,8,0.9141467213630676
147,4,1657.145263671875,365.2000732421875,443.1702880859375,187.00469970703125,8,0.9018775820732117
148,3,1379.7574462890625,412.1407775878906,352.024169921875,226.18060302734375,8,0.9282596111297607
148,4,1684.21337890625,363.9287109375,446.3079833984375,187.01522827148438,8,0.8887090086936951
149,3,1403.46240234375,417.5696105957031,348.710693359375,227.73040771484375,8,0.9181358814239502
149,4,1702.326904296875,366.59735107421875,435.34619140625,188.90423583984375,8,0.8989688158035278
150,3,1415.4132080078125,423.41900634765625,349.010498046875,227.213623046875,8,0.9192156195640564
150,4,1709.27001953125,372.58392333984375,421.4600830078125,189.684814453125,8,0.9264407753944397
151,3,1422.6583251953125,435.6309814453125,348.917724609375,227.74560546875,8,0.9246471524238586
151,4,1712.415283203125,384.35296630859375,415.1695556640625,190.53680419921875,8,0.8969311714172363
152,3,1424.5345458984375,447.8915710449219,349.922119140625,228.33819580078125,8,0.9223110675811768
152,4,1713.0101318359375,394.5937805175781,409.926025390625,184.09332275390625,8,0.8916925191879272
153,3,1418.1962890625,460.53759765625,349.5596923828125,227.66714477539062,8,0.9193341732025146
153,4,1708.8387451171875,405.52606201171875,409.771484375,184.96841430664062,8,0.9251648187637329
154,3,1406.127685546875,474.79046630859375,344.8531494140625,227.8052978515625,8,0.9319656491279602
154,4,1699.5611572265625,420.58062744140625,414.06298828125,188.12744140625,8,0.922616183757782
155,3,1390.139404296875,484.45208740234375,342.9361572265625,228.01821899414062,8,0.925672709941864
155,4,1692.611328125,429.26568603515625,433.9508056640625,186.22604370117188,8,0.8902850151062012
156,3,1369.068603515625,491.74566650390625,338.5638427734375,230.358642578125,8,0.9297744035720825
156,4,1679.19384765625,440.1988525390625,446.8089599609375,183.432861328125,8,0.8951054811477661
157,3,1346.7034912109375,498.01171875,334.72314453125,231.20712280273438,8,0.9176754355430603
157,4,1655.361572265625,442.4979248046875,444.7520751953125,179.67282104492188,8,0.902777910232544
158,3,1322.724853515625,499.26318359375,336.1990966796875,231.421142578125,8,0.919080913066864
158,4,1628.5384521484375,446.8356018066406,443.42626953125,179.89801025390625,8,0.8912405967712402
159,3,1294.1658935546875,499.35723876953125,336.19091796875,232.90414428710938,8,0.9406710267066956
159,4,1603.88525390625,445.726806640625,442.6522216796875,181.17724609375,8,0.9039067625999451
160,3,1254.252685546875,499.4658508300781,332.3204345703125,230.81512451171875,8,0.9317888617515564
160,4,1567.39990234375,443.6561584472656,439.2589111328125,183.57928466796875,8,0.883868932723999
161,3,1220.406494140625,497.45831298828125,330.3511962890625,230.006591796875,8,0.9256691336631775
161,4,1536.614990234375,441.788818359375,434.4168701171875,180.1800537109375,8,0.9077755808830261
162,3,1188.5723876953125,493.06207275390625,331.6220703125,234.09500122070312,8,0.918578565120697
162,4,1500.12548828125,437.5671691894531,430.7481689453125,181.14813232421875,8,0.9028536081314087
163,3,1152.960693359375,490.61773681640625,327.73443603515625,235.51065063476562,8,0.9118658900260925
163,4,1466.007080078125,430.64508056640625,430.010498046875,184.91177368164062,8,0.9083776473999023
164,3,1117.41015625,489.131591796875,328.97515869140625,237.6114501953125,8,0.9309316277503967
164,4,1432.005859375,425.17974853515625,422.370361328125,180.64309692382812,8,0.908561646938324
165,3,1083.0335693359375,486.853759765625,330.696533203125,240.09841918945312,8,0.9302518367767334
165,4,1396.48291015625,420.8389587402344,419.0736083984375,180.05712890625,8,0.92745041847229
166,3,1035.927001953125,486.8512878417969,330.96051025390625,243.11126708984375,8,0.9323161840438843
166,4,1356.007080078125,417.16949462890625,413.83837890625,180.525390625,8,0.9079151749610901
167,3,998.4376831054688,486.59478759765625,326.4307861328125,245.19277954101562,8,0.9274514317512512
167,4,1324.0556640625,413.5026550292969,410.6995849609375,180.2384033203125,8,0.9171149134635925
168,3,961.8701782226562,490.2559509277344,327.4266357421875,247.51348876953125,8,0.9375846982002258
168,4,1291.458251953125,411.8297424316406,409.9544677734375,181.22967529296875,8,0.9164173007011414
169,3,924.1159057617188,494.0824890136719,327.1163330078125,249.93731689453125,8,0.9433391094207764
169,4,1256.33740234375,410.42486572265625,412.4156494140625,180.38934326171875,8,0.9005680680274963
170,3,887.1990356445312,498.10479736328125,330.0557861328125,254.85305786132812,8,0.943915605545044
170,4,1221.1669921875,410.44488525390625,412.099853515625,181.0838623046875,8,0.9063112735748291
171,3,851.5877075195312,501.2367858886719,331.504150390625,256.57000732421875,8,0.9204275012016296
171,4,1191.471923828125,411.59759521484375,416.864013671875,180.91146850585938,8,0.8979158997535706
172,3,802.5018310546875,507.25390625,335.54083251953125,262.03271484375,8,0.9317045211791992
172,4,1151.0574951171875,412.2510681152344,415.33905029296875,181.17095947265625,8,0.9104527235031128
173,3,765.962646484375,511.48590087890625,337.35479736328125,265.0015563964844,8,0.9294531345367432
173,4,1121.2135009765625,412.7416076660156,413.95013427734375,182.1224365234375,8,0.9077120423316956
174,3,728.8839111328125,514.2958984375,337.91278076171875,268.1858825683594,8,0.93256014585495
174,4,1092.6131591796875,414.2368469238281,416.70068359375,184.42108154296875,8,0.9102752804756165
175,3,693.7697143554688,516.0994873046875,343.2039794921875,269.8044738769531,8,0.9312455654144287
175,4,1064.037841796875,413.4984130859375,420.4207763671875,184.21463012695312,8,0.9029098749160767
176,3,659.8909301757812,519.0243530273438,341.4476318359375,269.0358581542969,8,0.940318763256073
176,4,1036.32666015625,414.1378479003906,422.3045654296875,183.98455810546875,8,0.9117337465286255
177,3,623.8701171875,520.4151611328125,344.8747863769531,271.4444274902344,8,0.9143227934837341
177,4,1008.6142578125,411.95306396484375,426.64794921875,183.10760498046875,8,0.8968073725700378
178,3,579.5068969726562,523.1646118164062,353.2342529296875,276.3956604003906,8,0.9037923216819763
178,4,974.3740234375,410.122802734375,429.1123046875,182.82147216796875,8,0.9153457880020142
179,3,543.4801635742188,522.736328125,358.3318176269531,280.7646789550781,8,0.9110109806060791
179,4,950.8220825195312,408.83123779296875,431.7093505859375,182.48968505859375,8,0.906205952167511
180,3,507.8072509765625,525.479736328125,364.961669921875,285.44720458984375,8,0.9156932234764099
180,4,929.653564453125,403.9295654296875,436.869384765625,185.25344848632812,8,0.8892716765403748
181,3,476.76513671875,523.9453125,378.2494201660156,290.6735534667969,8,0.9080681204795837
181,4,907.9375,401.154052734375,437.59942626953125,188.69845581054688,8,0.9017970561981201
182,3,444.37213134765625,522.5947265625,388.7646789550781,295.1810607910156,8,0.9185592532157898
182,4,884.2161865234375,396.7630615234375,440.901611328125,193.06906127929688,8,0.904602587223053
183,3,411.57647705078125,520.1334228515625,390.7852783203125,296.68170166015625,8,0.9044430255889893
183,4,860.6109619140625,392.9532470703125,443.67083740234375,196.34146118164062,8,0.9017581343650818
184,3,371.76824951171875,517.6676025390625,401.642333984375,302.8551330566406,8,0.9063419699668884
184,4,833.956298828125,384.0245361328125,450.70306396484375,202.32852172851562,8,0.9118748903274536
185,3,342.6668701171875,518.1826171875,404.00732421875,309.9950256347656,8,0.9199867248535156
185,4,817.8829956054688,376.44891357421875,448.6060791015625,201.86624145507812,8,0.9056010842323303
186,3,313.97650146484375,518.212646484375,411.828125,315.7828369140625,8,0.9136358499526978
186,4,806.1765747070312,373.57366943359375,450.8243408203125,205.00711059570312,8,0.9197346568107605
187,3,290.83050537109375,514.8995361328125,417.2006530761719,325.3176574707031,8,0.9212280511856079
187,4,793.029052734375,370.3004150390625,454.71209716796875,204.72003173828125,8,0.9289569854736328
188,3,272.9952087402344,512.1478271484375,419.93634033203125,321.5435485839844,8,0.9081538319587708
188,4,782.2491455078125,366.3526611328125,457.46038818359375,204.82839965820312,8,0.916195809841156
189,3,253.2942657470703,505.1121826171875,430.3405456542969,318.576416015625,8,0.925262451171875
189,4,774.9444580078125,360.4465026855469,463.00445556640625,207.47100830078125,8,0.9006348848342896
190,3,242.15447998046875,499.35382080078125,436.873779296875,318.5920715332031,8,0.923734724521637
190,4,772.2052612304688,352.2364807128906,467.224365234375,207.0028533935547,8,0.899152934551239
191,3,236.9526824951172,493.89593505859375,436.8932189941406,319.4637451171875,8,0.921833336353302
191,4,774.914306640625,346.3605651855469,472.19879150390625,205.974853515625,8,0.90834641456604
192,3,237.34869384765625,486.84234619140625,438.42822265625,317.04150390625,8,0.9212384223937988
192,4,777.9236450195312,339.0693359375,474.20654296875,206.21578979492188,8,0.9125615358352661
193,3,242.19598388671875,478.3006591796875,445.4417724609375,318.103271484375,8,0.9212719798088074
193,4,786.3851318359375,332.02392578125,467.3515625,208.67904663085938,8,0.9204750657081604
194,3,246.57369995117188,467.6393127441406,446.39080810546875,309.47406005859375,8,0.9207186698913574
194,4,794.1673583984375,324.89263916015625,468.178955078125,211.35011291503906,8,0.9057708978652954
195,3,245.510498046875,454.12353515625,447.74114990234375,308.1377868652344,8,0.9216133952140808
195,4,798.5591430664062,315.04803466796875,470.0252685546875,212.2025604248047,8,0.8887503743171692
196,3,246.141357421875,442.8995056152344,449.27587890625,306.66937255859375,8,0.9249941110610962
196,4,799.223876953125,307.0809326171875,474.57318115234375,207.7097625732422,8,0.8862800598144531
197,3,244.62127685546875,427.6564025878906,451.51019287109375,302.88287353515625,8,0.9232304096221924
197,4,800.654541015625,296.6830139160156,481.589111328125,209.9374237060547,8,0.8934171199798584
198,3,238.80679321289062,412.2724609375,449.48052978515625,297.074951171875,8,0.923770546913147
198,4,801.8619995117188,282.83551025390625,485.9722900390625,212.32191467285156,8,0.9101049900054932
199,3,231.8082275390625,395.952392578125,447.92425537109375,289.7957763671875,8,0.9285136461257935
199,4,801.4512939453125,269.57940673828125,478.92572021484375,210.90628051757812,8,0.8952741622924805
200,3,227.436279296875,380.05706787109375,449.873046875,292.0919189453125,8,0.9164119958877563
200,4,803.471923828125,255.7841796875,476.00189208984375,213.9109649658203,8,0.8703609704971313
201,3,220.15553283691406,365.3570556640625,440.3110656738281,287.2489318847656,8,0.9312756657600403
201,4,775.150634765625,241.24667358398438,416.64251708984375,215.0151824951172,8,0.8594712615013123
202,3,214.59024047851562,351.42022705078125,429.18048095703125,281.87939453125,8,0.9190710783004761
202,4,742.439208984375,233.4889678955078,369.61163330078125,212.48770141601562,8,0.8717923164367676
203,3,206.82041931152344,339.9523620605469,413.6408386230469,278.27099609375,8,0.931103527545929
203,4,750.100830078125,225.4301300048828,393.7943115234375,212.08480834960938,8,0.8739700317382812
204,3,200.71200561523438,326.259765625,401.42401123046875,272.05560302734375,8,0.9237210154533386
204,4,739.35009765625,218.5100860595703,387.18402099609375,211.91708374023438,8,0.8756751418113708
205,3,192.5366973876953,315.865234375,385.0733947753906,268.52783203125,8,0.9309220910072327
